# instance_id,shares
405,-0.160929
406,0.315011
407,-0.299686
408,-0.011058
409,0.205221
410,0.276701
411,0.102253
412,0.006875
413,0.193931
414,-0.101018
415,-0.135404
416,0.792099
417,0.496592
418,-0.049076
419,0.338602
420,-0.057999
421,0.152091
422,0.490912
423,0.183992
424,0.513121
425,0.676695
426,0.392708
427,-0.153499
428,-0.450361
429,0.175212
430,0.626325
431,0.712632
432,0.413083
433,-0.252298
434,0.232006
435,0.349986
436,0.093398
437,0.201033
438,0.535102
439,0.516336
440,0.131390
441,0.989675
442,-0.141060
443,-0.001344
444,0.630409
445,0.515262
446,-0.033192
447,-0.322890
448,0.478386
449,0.863115
450,-0.120603
451,-0.049114
452,-0.289164
453,-0.195063
454,-0.133675
455,-0.112975
456,-0.769597
457,-0.104496
458,1.117544
459,-0.072231
460,-0.086367
461,0.150038
462,-0.081198
463,0.482786
464,0.702686
465,-0.026469
466,0.188562
467,0.034887
468,-0.064434
469,-0.110870
470,-0.398637
471,-0.258822
472,0.454077
473,-0.127688
474,0.927067
475,-0.176354
476,0.202707
477,0.442916
478,0.192094
479,0.609873
480,0.396187
481,0.102916
482,0.450840
483,-0.205864
484,0.333882
485,0.116764
486,0.502543
487,-0.021874
488,0.208534
489,-0.020110
490,0.160288
491,0.136131
492,1.001579
493,-0.318373
494,-0.043877
495,-0.127355
496,0.206076
497,1.137590
498,0.722536
499,0.433867
500,-0.042071
501,0.082005
502,0.447398
503,0.357185
504,0.781117
505,0.201376
506,0.562605
507,0.193657
508,0.229028
509,0.365444
510,0.467107
511,0.379954
512,0.797165
513,-0.095542
514,0.035417
515,0.079253
516,0.250291
517,-0.365153
518,0.660018
519,0.598771
520,-0.424487
521,-0.043210
522,-0.081176
523,0.566201
524,-0.208427
525,-0.129489
526,0.086261
527,0.147565
528,0.143965
529,0.459885
530,0.342208
531,0.054445
532,-0.059799
533,0.122627
534,0.176903
535,0.147499
536,-0.138922
537,-0.140487
538,0.376036
539,0.399555
540,0.020615
541,-0.114928
542,0.583953
543,-0.207317
544,-0.007969
545,-0.054136
546,0.575856
547,-0.260858
548,0.587593
549,0.193297
550,0.158847
551,-0.272083
552,0.076914
553,0.010061
554,0.161194
555,0.739471
556,0.418062
557,0.633745
558,-0.016684
559,0.013105
560,0.444304
561,0.003001
562,0.098581
563,0.105788
564,1.534997
565,0.585192
566,0.188937
567,0.255700
568,0.513746
569,-0.497324
570,-0.045347
571,0.246150
572,-0.031768
573,0.019016
574,-0.100323
575,-0.296410
576,0.325120
577,0.192249
578,0.641447
579,0.741904
580,0.273344
581,0.707929
582,1.091050
583,-2.865151
584,0.126389
585,0.325553
586,0.144279
587,1.271218
588,0.372374
589,1.535997
590,-0.112716
591,0.074385
592,0.975991
593,-0.170385
594,0.168993
595,0.149620
596,0.334007
597,0.622573
598,0.039906
599,-0.275260
600,0.484319
601,-0.151030
602,0.088753
603,-0.051485
604,0.477304
605,0.050456
606,0.746314
607,0.337745
608,0.496816
609,0.230494
610,0.152984
611,0.030885
612,0.505378
613,0.510510
614,0.101238
615,0.069161
616,0.462404
617,-0.072499
618,0.123803
619,-0.247960
620,0.101773
621,0.159296
622,0.504093
623,0.351897
624,0.376003
625,0.320775
626,0.181128
627,0.893275
628,0.480038
629,0.322884
630,-0.130176
631,0.945517
632,-0.077782
633,0.342491
634,0.023130
635,0.166707
636,0.197238
637,0.186531
638,0.648816
639,0.588670
640,-0.265897
641,-0.152401
642,0.556545
643,0.331891
644,-0.108757
645,0.411889
646,0.189127
647,-0.013564
648,-0.005825
649,-0.049068
650,0.143690
651,0.027268
652,0.840090
653,-0.000905
654,0.103756
655,0.149702
656,0.259629
657,-0.299751
658,0.766389
659,0.539006
660,0.046527
661,-0.054773
662,-0.005396
663,-0.304672
664,-0.195280
665,-0.200924
666,0.915503
667,0.534836
668,-0.057581
669,0.389930
670,0.213222
671,-0.012111
672,0.315928
673,-0.166991
674,-0.029668
675,-0.370663
676,0.282802
677,0.032653
678,0.170049
679,0.200190
680,0.237648
681,0.477170
682,0.274424
683,0.303656
684,-0.150766
685,0.724686
686,0.961336
687,0.212903
688,0.275257
689,0.444957
690,0.037327
691,0.032305
692,-0.217660
693,0.154757
694,0.249239
695,0.121139
696,0.334826
697,0.444859
698,0.416689
699,0.020850
700,-0.107685
701,-0.360078
702,-0.235655
703,0.247803
704,-0.141113
705,0.122316
706,0.251201
707,1.338139
708,0.267962
709,-0.388653
710,0.014149
711,-0.228807
712,0.417343
713,0.196535
714,0.221419
715,-0.009322
716,0.450864
717,0.405535
718,0.305720
719,0.180515
720,-0.031316
721,0.469136
722,-0.183777
723,0.037748
724,0.006509
725,0.115912
726,0.238022
727,0.214376
728,0.002873
729,-0.028039
730,0.044585
731,-0.038613
732,0.293809
733,0.463072
734,0.421089
735,-0.186397
736,-0.004001
737,0.169813
738,0.051446
739,0.849971
740,0.084390
741,0.401339
742,-0.070104
743,0.006089
744,-0.077896
745,0.413474
746,0.077788
747,-0.083101
748,0.225670
749,0.442339
750,0.171105
751,0.084778
752,0.035684
753,-0.033456
754,-0.067621
755,-0.057771
756,-0.475225
757,-0.051172
758,-0.130234
759,0.607591
760,-0.454691
761,0.344410
762,0.426554
763,-0.163454
764,0.071871
765,0.197840
766,0.196402
767,0.105551
768,0.242248
769,0.384874
770,0.402546
771,0.258400
772,0.056695
773,0.090025
774,0.080513
775,0.105531
776,-0.392208
777,-0.051803
778,-0.202774
779,0.193305
780,0.394791
781,0.164068
782,0.225746
783,-0.110762
784,-0.105932
785,0.089508
786,-0.364110
787,0.231240
788,0.763295
789,0.010746
790,0.727253
791,0.265925
792,0.613408
793,0.400275
794,0.597213
795,0.449896
796,0.169592
797,0.005774
798,0.235840
799,0.496855
800,0.653004
801,0.059740
802,-0.124988
803,-0.040997
804,0.095750
805,-0.153405
806,0.390639
807,0.114670
808,0.526313
809,-0.044357
810,0.362764
811,0.200669
812,0.264009
813,-0.111894
814,0.363335
815,0.304075
816,0.569877
817,0.301380
818,0.151309
819,-0.162303
820,0.117323
821,-0.209786
822,-0.111800
823,-0.005449
824,-0.255990
825,0.208928
826,0.529570
827,0.214968
828,0.592242
829,0.085643
830,0.166398
831,-0.099321
832,0.346337
833,0.103626
834,0.563175
835,1.075750
836,-0.198273
837,0.163747
838,0.081673
839,0.090960
840,-0.258490
841,0.667340
842,0.287106
843,-0.250001
844,0.606882
845,-0.137667
846,-0.149406
847,-0.246671
848,-0.360193
849,-0.054647
850,0.108627
851,-0.048569
852,0.705971
853,0.003368
854,0.889226
855,0.545052
856,-0.341670
857,0.116036
858,0.183942
859,0.175837
860,0.307925
861,0.130150
862,0.084940
863,0.112805
864,0.592322
865,0.732278
866,-0.116899
867,-0.377607
868,0.320507
869,0.277942
870,-0.226406
871,0.209686
872,0.174061
873,0.005974
874,0.642708
875,0.330336
876,0.061783
877,0.432326
878,0.331053
879,0.096920
880,-0.166538
881,-0.169745
882,1.422397
883,0.048431
884,0.724371
885,0.117222
886,0.593168
887,-0.089680
888,-0.202658
889,-0.143466
890,0.408551
891,0.836504
892,-0.353363
893,0.254557
894,0.461534
895,0.085470
896,1.352049
897,0.249027
898,0.023401
899,-0.157530
900,-0.043577
901,-0.037467
902,0.245403
903,0.261486
904,-0.056620
905,0.061749
906,0.169979
907,0.171190
908,0.378524
909,-0.882790
910,0.554192
911,0.379806
912,0.199770
913,0.555077
914,0.015364
915,0.449548
916,0.449542
917,0.207697
918,0.312871
919,-0.034042
920,-0.043997
921,0.186683
922,0.084344
923,0.583180
924,-0.075298
925,0.062864
926,0.759216
927,0.277450
928,0.256252
929,-0.388103
930,0.436088
931,0.341051
932,-0.119953
933,0.140474
934,-0.191756
935,0.262461
936,0.014734
937,0.016118
938,0.229068
939,0.245766
940,-0.216795
941,0.768573
942,-0.269941
943,-0.011129
944,-0.000976
945,-0.640131
946,0.058126
947,0.886970
948,0.651229
949,0.394517
950,0.178889
951,-0.100385
952,0.072819
953,0.383810
954,0.261808
955,0.005067
956,-0.054556
957,-0.060455
958,-0.108222
959,0.450185
960,-0.131456
961,-0.114661
962,-0.036736
963,0.290503
964,0.038742
965,-0.256693
966,-0.162370
967,0.810389
968,0.167330
969,0.101600
970,0.307353
971,0.506791
972,-0.073311
973,0.401900
974,-0.903220
975,-0.259645
976,-0.021336
977,0.193235
978,0.264955
979,0.507901
980,0.059385
981,0.739736
982,0.422159
983,-0.006679
984,0.218946
985,0.057049
986,0.117762
987,0.035582
988,0.223983
989,-0.285997
990,-0.322860
991,-0.514699
992,0.373136
993,1.018026
994,-0.369426
995,0.252459
996,0.421432
997,0.053898
998,-0.121722
999,0.409648
1000,-0.096380
1001,0.075128
1002,0.006004
1003,0.057975
1004,0.017103
1005,0.406213
1006,-0.211919
1007,0.262039
1008,-0.063102
1009,-0.011844
1010,0.675529
1011,0.226906
1012,-0.105909
1013,-0.392869
1014,0.023033
1015,0.131417
1016,0.110138
1017,0.349497
1018,-0.032312
1019,0.644270
1020,0.214481
1021,-0.253794
1022,-0.010483
1023,0.057033
1024,-0.232047
1025,0.156337
1026,0.378676
1027,-0.050702
1028,0.028607
1029,0.267384
1030,-0.149611
1031,-0.059924
1032,0.003943
1033,-0.245936
1034,0.098459
1035,0.445287
1036,0.213223
1037,0.336818
1038,0.211366
1039,0.695129
1040,-0.101274
1041,1.064868
1042,-0.901673
1043,-0.021882
1044,0.095274
1045,-0.115652
1046,-0.096707
1047,0.016236
1048,-2.227047
1049,-0.292655
1050,0.029365
1051,0.610193
1052,0.187123
1053,0.233010
1054,0.300719
1055,0.319745
1056,0.024948
1057,0.097910
1058,0.070148
1059,-0.170795
1060,0.003628
1061,0.029954
1062,0.295763
1063,0.174703
1064,0.099322
1065,0.152131
1066,0.984524
1067,-0.108616
1068,-0.155476
1069,0.168708
1070,0.126419
1071,0.536050
1072,0.441440
1073,0.068087
1074,0.435432
1075,-0.009544
1076,0.206396
1077,0.332451
1078,-2.341741
1079,0.053112
1080,0.347192
1081,-0.148521
1082,-0.119710
1083,0.098241
1084,0.231468
1085,0.650282
1086,0.313622
1087,-0.110370
1088,0.133357
1089,0.326774
1090,0.938311
1091,0.094035
1092,0.131455
1093,-0.287924
1094,1.137050
1095,0.220772
1096,1.086843
1097,-0.157652
1098,0.500289
1099,0.098634
1100,0.666883
1101,-0.999022
1102,-0.072013
1103,-0.021129
1104,-0.197306
1105,-0.324503
1106,-0.199773
1107,-0.106018
1108,0.151284
1109,-1.051621
1110,0.075386
1111,0.533502
1112,1.121214
1113,-0.285607
1114,0.255720
1115,0.150278
1116,0.398596
1117,0.186862
1118,-0.042213
1119,0.883591
1120,0.259933
1121,0.255725
1122,0.427202
1123,-0.000510
1124,0.196484
1125,-0.669925
1126,0.147539
1127,-0.353338
1128,-0.119756
1129,0.530322
1130,0.300437
1131,0.316446
1132,0.286687
1133,-0.269564
1134,0.035743
1135,-0.315162
1136,-0.028152
1137,0.142976
1138,0.104495
1139,0.377930
1140,0.338301
1141,0.175997
1142,-0.280101
1143,-0.116703
1144,0.156734
1145,0.642125
1146,0.663370
1147,0.599162
1148,0.609650
1149,-0.082937
1150,-0.302060
1151,0.031730
1152,-0.085286
1153,-0.334517
1154,0.049404
1155,-0.191231
1156,0.304565
1157,0.431064
1158,-0.220593
1159,0.327978
1160,-0.254381
1161,0.195216
1162,0.532959
1163,0.725741
1164,0.164986
1165,0.120310
1166,0.203064
1167,1.378512
1168,-0.461718
1169,0.258426
1170,0.135742
1171,0.162125
1172,1.401079
1173,0.617995
1174,-0.067497
1175,0.197647
1176,-0.420446
1177,0.078789
1178,0.217158
1179,-0.042936
1180,-0.225687
1181,-0.038766
1182,0.827878
1183,0.120362
1184,0.140125
1185,0.016771
1186,0.186730
1187,0.079733
1188,-0.149824
1189,0.028991
1190,0.457051
1191,1.010402
1192,-0.287212
1193,0.415354
1194,-0.045678
1195,0.266253
1196,0.016085
1197,0.842338
1198,0.462233
1199,0.008121
1200,-0.119194
1201,0.577959
1202,-0.003482
1203,0.360921
1204,0.169613
1205,-0.222678
1206,0.563132
1207,0.253194
1208,-0.126773
1209,0.043884
1210,0.253909
1211,0.705745
1212,-0.026408
1213,-0.807386
1214,0.349745
1215,0.043600
1216,0.639774
1217,0.044890
1218,0.176761
1219,0.012655
1220,0.069671
1221,-0.045562
1222,-0.137894
1223,-0.174041
1224,0.624314
1225,0.739487
1226,-0.065910
1227,0.466839
1228,-0.255038
1229,-0.045793
1230,0.305105
1231,-0.162139
1232,0.225597
1233,0.202294
1234,-0.050152
1235,1.145771
1236,0.376639
1237,0.034765
1238,-0.147999
1239,0.402032
1240,-0.108813
1241,-0.000121
1242,0.199772
1243,-0.279460
1244,0.477980
1245,0.656738
1246,0.116509
1247,-0.018125
1248,0.252218
1249,0.182249
1250,0.117370
1251,-0.655060
1252,-0.359669
1253,-0.437325
1254,0.246588
1255,0.207743
1256,0.819496
1257,0.056047
1258,-0.102202
1259,-0.263431
1260,0.359805
1261,0.275922
1262,0.451626
1263,1.718384
1264,-0.056260
1265,0.059851
1266,0.238012
1267,-0.067747
1268,0.152685
1269,-0.123792
1270,0.407549
1271,0.124358
1272,-0.395790
1273,0.139942
1274,0.279562
1275,0.636745
1276,0.903622
1277,0.116734
1278,0.503686
1279,-0.000013
1280,0.290019
1281,0.457868
1282,0.977050
1283,0.039897
1284,0.039489
1285,0.899097
1286,-0.105996
1287,-0.263621
1288,0.292108
1289,0.412637
1290,-0.363291
1291,-0.053836
1292,-0.487777
1293,-0.074975
1294,0.068686
1295,-0.080896
1296,-0.446223
1297,0.363250
1298,0.075490
1299,-0.166292
1300,-0.001885
1301,-19.474958
1302,4.560048
1303,0.205011
1304,0.442820
1305,0.429054
1306,0.676954
1307,-0.245457
1308,0.640323
1309,-0.104958
1310,0.010590
1311,0.135799
1312,0.060521
1313,-0.124771
1314,1.313680
1315,0.574464
1316,0.080629
1317,-0.144340
1318,0.123966
1319,-0.060420
1320,-0.120108
1321,-0.010038
1322,-0.059974
1323,-0.271713
1324,0.038533
1325,-0.130646
1326,0.230181
1327,0.400715
1328,-0.104283
1329,0.623278
1330,-0.067706
1331,0.059021
1332,0.087264
1333,0.396759
1334,0.214831
1335,-0.010056
1336,0.149558
1337,0.610877
1338,0.026062
1339,0.345980
1340,0.042425
1341,-0.548089
1342,-0.016715
1343,-0.923871
1344,0.470199
1345,0.632245
1346,0.265939
1347,-0.063588
1348,-0.307823
1349,2.622755
1350,-0.198406
1351,0.012394
1352,-0.356373
1353,-0.269651
1354,0.225795
1355,0.396924
1356,0.498821
1357,-0.227755
1358,-0.195185
1359,0.065115
1360,-0.009464
1361,0.628689
1362,-0.098915
1363,-0.181903
1364,0.364063
1365,0.098703
1366,0.604266
1367,-0.014952
1368,0.219079
1369,-0.225637
1370,0.064552
1371,0.410237
1372,-0.101678
1373,0.529420
1374,0.062362
1375,-0.008340
1376,0.036125
1377,0.044398
1378,-0.079923
1379,0.945805
1380,0.228900
1381,0.188789
1382,0.896780
1383,0.402975
1384,0.260460
1385,0.777245
1386,0.098524
1387,-0.327110
1388,0.081029
1389,0.023308
1390,-0.317263
1391,0.252033
1392,0.545258
1393,0.090207
1394,0.047844
1395,-0.098368
1396,-0.626244
1397,0.498259
1398,-0.024831
1399,-0.239656
1400,0.082101
1401,0.201544
1402,0.108981
1403,0.533864
1404,-0.209579
1405,0.031436
1406,0.224284
1407,0.278714
1408,0.194503
1409,0.683722
1410,0.377445
1411,-0.028258
1412,0.092582
1413,0.249371
1414,-0.056020
1415,0.519182
1416,-0.438662
1417,0.262398
1418,-0.069609
1419,-0.450997
1420,0.070629
1421,-0.273564
1422,0.010195
1423,0.318089
1424,0.350210
1425,0.255166
1426,0.532083
1427,-0.019985
1428,0.045716
1429,0.068328
1430,-0.092774
1431,0.641015
1432,1.055512
1433,0.442641
1434,-0.201255
1435,0.237270
1436,0.536066
1437,0.112197
1438,0.741893
1439,0.566955
1440,-0.352977
1441,0.042901
1442,0.238046
1443,0.009867
1444,-0.012408
1445,0.087931
1446,1.269072
1447,0.086457
1448,-0.210833
1449,0.661254
1450,1.039038
1451,-0.319231
1452,0.539316
1453,0.017789
1454,-0.095471
1455,1.035544
1456,0.430306
1457,0.050961
1458,0.357661
1459,-0.130275
1460,0.480390
1461,0.038416
1462,0.082302
1463,0.305938
1464,-0.147472
1465,0.001646
1466,0.180034
1467,0.476818
1468,-0.084765
1469,0.113647
1470,0.876635
1471,0.107597
1472,1.052149
1473,0.229306
1474,-0.215675
1475,0.301853
1476,-0.015209
1477,0.240223
1478,-0.181306
1479,0.129081
1480,0.569257
1481,0.001549
1482,0.128175
1483,0.508918
1484,0.120380
1485,0.309120
1486,0.376003
1487,0.777078
1488,0.093334
1489,0.079825
1490,0.288033
1491,-0.081641
1492,0.598859
1493,0.022705
1494,-0.001519
1495,0.209485
1496,0.044451
1497,-0.166306
1498,0.015857
1499,0.494148
1500,0.302489
1501,0.435804
1502,-0.366662
1503,-0.155138
1504,0.072797
1505,0.198986
1506,0.486277
1507,-0.083906
1508,-0.239813
1509,0.041589
1510,0.960471
1511,0.181506
1512,0.043392
1513,-0.169683
1514,0.055672
1515,-0.378331
1516,-0.263910
1517,-0.176907
1518,0.206127
1519,-0.102466
1520,-0.036182
1521,0.069111
1522,0.607063
1523,0.356670
1524,0.070359
1525,0.343687
1526,1.118392
1527,0.303434
1528,-0.080487
1529,0.950442
1530,0.167253
1531,1.138818
1532,0.702745
1533,0.877757
1534,-0.087885
1535,0.031987
1536,0.684745
1537,0.048986
1538,0.077599
1539,-0.136678
1540,-0.202322
1541,-0.048310
1542,0.066905
1543,-0.010178
1544,0.425435
1545,0.697232
1546,0.073633
1547,0.341935
1548,-0.034021
1549,0.005126
1550,0.000498
1551,0.016207
1552,0.287469
1553,4.701964
1554,-0.234979
1555,0.342033
1556,0.259193
1557,0.245618
1558,-0.050479
1559,-0.563603
1560,0.246055
1561,0.283526
1562,0.500305
1563,0.210476
1564,0.320624
1565,0.407105
1566,-0.112464
1567,0.448244
1568,0.555592
1569,0.092037
1570,-0.390330
1571,0.391486
1572,1.744872
1573,-0.151867
1574,-0.400098
1575,0.158713
1576,-0.059953
1577,-0.046037
1578,0.849829
1579,0.139475
1580,0.033818
1581,0.442289
1582,-0.136844
1583,0.272783
1584,0.507302
1585,0.482562
1586,0.215699
1587,-0.014686
1588,-0.419102
1589,-0.058422
1590,0.128325
1591,-0.184779
1592,0.293646
1593,0.058918
1594,-0.118144
1595,-0.031125
1596,-0.271789
1597,-0.275825
1598,-0.264044
1599,-0.037702
1600,-0.000003
1601,0.400561
1602,0.554286
1603,0.072855
1604,0.972752
1605,0.607739
1606,0.087489
1607,-0.162478
1608,0.892848
1609,-0.240309
1610,-0.097083
1611,-0.159469
1612,0.231763
1613,0.041860
1614,0.118773
1615,0.831557
1616,0.222712
1617,0.341125
1618,-0.711802
1619,0.247782
1620,0.173223
1621,-0.293428
1622,-0.395439
1623,0.386040
1624,0.558685
1625,-0.015748
1626,-0.063356
1627,-0.027709
1628,-1.304763
1629,0.015288
1630,0.721245
1631,0.394238
1632,-0.120130
1633,0.771888
1634,1.003658
1635,-1.099053
1636,0.196712
1637,-0.283395
1638,0.018597
1639,0.087467
1640,0.270087
1641,0.012872
1642,-0.122036
1643,-0.062298
1644,0.454059
1645,-0.170406
1646,5.846908
1647,-0.143949
1648,0.458708
1649,-0.017510
1650,0.007243
1651,0.474637
1652,0.172686
1653,-0.043913
1654,0.089163
1655,0.140974
1656,2.766262
1657,-3.356076
1658,0.105657
1659,-0.162028
1660,0.487669
1661,-0.043016
1662,0.237777
1663,0.292698
1664,0.327482
1665,0.847439
1666,0.425075
1667,-0.257107
1668,0.078396
1669,0.726326
1670,0.213494
1671,-0.636449
1672,0.611182
1673,-0.084968
1674,0.245903
1675,0.106949
1676,0.623340
1677,0.757637
1678,0.086123
1679,0.484357
1680,0.091999
1681,-0.757832
1682,0.632506
1683,0.182246
1684,0.892032
1685,-0.418487
1686,-0.062330
1687,1.052101
1688,1.279252
1689,-0.145925
1690,0.592491
1691,0.039147
1692,-0.016895
1693,0.245438
1694,-0.033523
1695,-0.233081
1696,-0.348755
1697,-0.257495
1698,0.129169
1699,0.538821
1700,0.198691
1701,0.013747
1702,0.083399
1703,0.345695
1704,-0.118169
1705,0.097241
1706,0.329496
1707,0.409439
1708,0.334469
1709,0.871129
1710,0.253841
1711,0.095417
1712,0.237709
1713,0.721532
1714,-0.056416
1715,-0.196770
1716,0.266695
1717,-0.286807
1718,0.464463
1719,0.688720
1720,0.221515
1721,0.195440
1722,0.153455
1723,0.168568
1724,-0.181326
1725,0.049624
1726,0.489635
1727,0.361481
1728,0.082114
1729,0.247556
1730,1.084764
1731,0.066365
1732,-0.107056
1733,-0.129351
1734,0.329928
1735,0.378227
1736,0.322597
1737,-0.378406
1738,0.162460
1739,-0.126853
1740,0.744839
1741,-0.670271
1742,-0.202088
1743,-0.240468
1744,-0.170003
1745,0.337601
1746,0.278968
1747,0.275550
1748,0.060171
1749,0.025303
1750,0.108522
1751,-0.119721
1752,0.127014
1753,0.127685
1754,0.201095
1755,0.549312
1756,-0.373985
1757,0.278721
1758,-0.012800
1759,0.374750
1760,0.157338
1761,0.788230
1762,0.653960
1763,0.073226
1764,0.650111
1765,0.170738
1766,0.071933
1767,1.109913
1768,-0.334926
1769,-0.117102
1770,0.461327
1771,-0.460471
1772,-0.435060
1773,-0.152324
1774,-0.155203
1775,0.777499
1776,0.068841
1777,-0.034783
1778,0.246748
1779,0.110589
1780,-0.033980
1781,0.172818
1782,0.843500
1783,0.272755
1784,0.705610
1785,0.080581
1786,-0.393419
1787,-0.142608
1788,-0.223505
1789,0.186578
1790,0.150369
1791,-0.476105
1792,-0.036037
1793,-0.090085
1794,0.823843
1795,0.596680
1796,0.356172
1797,0.333736
1798,0.528580
